Vagueness	TimePressure	V3scld	acc	varbid3scld	Ntrial
Vague	High	0.126984126984127	66.6666666666667	3.67430922986478e-05	15
Vague	High	0.130630630630631	66.6666666666667	0.0104766929091253	15
Vague	High	0.132947976878613	73.3333333333333	0.0040540390034192	15
Vague	High	0.134328358208955	86.6666666666667	0.00155936734239252	15
Vague	High	0.137254901960784	20	0.0188389081122645	15
Vague	High	0.14	77.7777777777778	0.0588	9
Vague	High	0.140077821011673	64.2857142857143	9.5888406082353e-05	14
Vague	High	0.141025641025641	69.2307692307692	0.000876616261231645	13
Vague	High	0.142857142857143	73.3333333333333	0.000272108843537415	15
Vague	High	0.143540669856459	63.6363636363636	0.00525018505376098	11
Vague	High	0.146825396825397	66.6666666666667	0.00757432602670698	15
Vague	High	0.147540983606557	50	0.000873421123353938	14
Vague	High	0.147619047619048	64.2857142857143	9.82615268329553e-05	14
Vague	High	0.148648648648649	78.5714285714286	0.00502360468576685	14
Vague	High	0.15028901734104	60	0.00163720805907314	15
Vague	High	0.151063829787234	76.9230769230769	0.00191187566017806	13
Vague	High	0.156862745098039	13.3333333333333	0.0199923106497501	15
Vague	High	0.157894736842105	71.4285714285714	0.0590951061865189	14
Vague	High	0.160714285714286	36.3636363636364	0.0208333333333333	11
Vague	High	0.163101604278075	36.3636363636364	2.14475678458063e-05	11
Vague	High	0.166666666666667	42.8571428571429	0.00540123456790124	14
Vague	High	0.169381107491857	53.8461538461538	0.000321842495234256	13
Vague	High	0.171428571428571	93.3333333333333	0.0214965986394558	15
Vague	High	0.173770491803279	60	9.67481859715129e-05	15
Vague	High	0.176056338028169	72.7272727272727	1.65311115519408e-05	11
Vague	High	0.177777777777778	53.3333333333333	0.00753086419753086	15
Vague	High	0.17948717948718	66.6666666666667	0.00115055884286654	12
Vague	High	0.179775280898876	50	0.00622816984387493	8
Vague	High	0.184757505773672	28.5714285714286	0	14
Vague	High	0.18562874251497	42.8571428571429	0.00295217947338855	14
Vague	High	0.186885245901639	50	0.00060557197885873	14
Vague	High	0.191685912240185	26.6666666666667	0.00444470520048287	15
Vague	High	0.194444444444444	54.5454545454545	0.00643004115226337	11
Vague	High	0.197183098591549	76.9230769230769	0.0048270845731667	13
Vague	High	0.2	100	0	5
Vague	High	0.200534759358289	50	1.66814416578493e-05	12
Vague	High	0.200956937799043	44.4444444444444	0.00249536411712186	9
Vague	High	0.202247191011236	50	0.0184740983882506	8
Vague	High	0.208955223880597	73.3333333333333	0.000668300289596792	15
Vague	High	0.210526315789474	73.3333333333333	0.111726685133887	15
Vague	High	0.212389380530973	77.7777777777778	0.00942386508993134	9
Vague	High	0.214285714285714	35.7142857142857	0.0459183673469388	14
Vague	High	0.220125786163522	64.2857142857143	0.00154595677913585	14
Vague	High	0.221311475409836	53.3333333333333	0.00624832034399355	15
Vague	High	0.222222222222222	72.4137931034483	0.0284340854264226	29
Vague	High	0.224264705882353	78.5714285714286	0.0100742502883506	14
Vague	High	0.225352112676056	63.6363636363636	0.00279375785227799	11
Vague	High	0.23094688221709	20	0	15
Vague	High	0.23121387283237	80	0.0204818069430987	15
Vague	High	0.238297872340426	58.3333333333333	0.000245963482722197	12
Vague	High	0.24	64.2857142857143	0.0166716049382716	14
Vague	High	0.24390243902439	71.4285714285714	0.00438451538986935	14
Vague	High	0.247747747747748	80	0.00318561805048292	15
Vague	High	0.25	64.2857142857143	0.00694444444444444	14
Vague	High	0.253676470588235	60	0.0041270184544406	15
Vague	High	0.254901960784314	14.2857142857143	0.166474432910419	14
Vague	High	0.26	73.3333333333333	0.0533333333333333	15
Vague	High	0.260869565217391	60	0.227473219911783	15
Vague	High	0.26509186351706	46.1538461538462	0.000236518991556502	13
Vague	High	0.267015706806283	86.6666666666667	0.00307922845682227	15
Vague	High	0.267605633802817	71.4285714285714	0.133951596905376	14
Vague	High	0.277777777777778	60	0.0105349794238683	15
Vague	High	0.28	53.3333333333333	0.224133333333333	15
Vague	High	0.280898876404494	58.3333333333333	0.102386062365863	12
Vague	High	0.283582089552239	81.8181818181818	0.00267320115838717	11
Vague	High	0.285714285714286	63.3333333333333	0.0308843537414966	30
Vague	High	0.291866028708134	16.6666666666667	0.00518150530741818	6
Vague	High	0.293413173652695	66.6666666666667	0.00133864008509926	12
Vague	High	0.294117647058824	13.3333333333333	0.182622068435217	15
Vague	High	0.295454545454545	86.6666666666667	0.275482093663912	15
Vague	High	0.303664921465969	92.3076923076923	0.0191263945615526	13
Vague	High	0.304347826086957	76.9230769230769	0.252047889098929	13
Vague	High	0.305970149253731	50	0.000116024355832776	14
Vague	High	0.306976744186046	93.3333333333333	0.00651162790697675	15
Vague	High	0.310679611650485	85.7142857142857	0.038489332956295	14
Vague	High	0.311111111111111	60	0.00037037037037037	15
Vague	High	0.318181818181818	84.6153846153846	4.21656265812111e-05	13
Vague	High	0.319047619047619	90.9090909090909	0.0205064247921391	11
Vague	High	0.32	54.5454545454545	0.0447012345679012	11
Vague	High	0.333333333333333	80	0.193703703703704	25
Vague	High	0.334558823529412	57.1428571428571	0.0012480175893887	14
Vague	High	0.34	100	0.333333333333333	5
Vague	High	0.347826086956522	57.1428571428571	0.0907372400756144	14
Vague	High	0.348314606741573	42.8571428571429	0.00761688339014434	7
Vague	High	0.349282296650718	75	0.00518150530741817	8
Vague	High	0.352459016393443	50	0.0118471736988265	14
Vague	High	0.35408560311284	73.3333333333333	0.00257889344779381	15
Vague	High	0.356020942408377	76.9230769230769	0.0110354248330181	13
Vague	High	0.357723577235772	60	0.000154229184568268	15
Vague	High	0.359281437125749	71.4285714285714	0.00904777271803698	14
Vague	High	0.365853658536585	53.3333333333333	0.00376759865159627	15
Vague	High	0.369942196531792	80	0.00324100370877744	15
Vague	High	0.373134328358209	73.3333333333333	0.0175985742927155	15
Vague	High	0.373239436619718	70	0.0214408516828672	10
Vague	High	0.375	69.2307692307692	0.296875	13
Vague	High	0.380630630630631	86.6666666666667	0.0154022265508752	15
Vague	High	0.386046511627907	66.6666666666667	0.000353344149990985	15
Vague	High	0.391304347826087	64.2857142857143	0.119092627599244	14
Vague	High	0.397435897435897	100	0.0917707648476879	10
Vague	High	0.4	73.3333333333333	0.0125102880658436	15
Vague	High	0.403846153846154	76.9230769230769	0.000493096646942802	13
Vague	High	0.408088235294118	69.2307692307692	0.0174677407727797	13
Vague	High	0.418848167539267	76.9230769230769	0.0158781283407801	13
Vague	High	0.428571428571429	47.0588235294118	0.15625	17
Vague	High	0.433526011560694	69.2307692307692	0.00348602804414893	13
Vague	High	0.434782608695652	78.5714285714286	0.000630119722747323	14
Vague	High	0.438202247191011	66.6666666666667	0.044480915709296	9
Vague	High	0.442477876106195	84.6153846153846	0.0489466677108622	13
Vague	High	0.444444444444444	46.6666666666667	0.0277777777777778	15
Vague	High	0.446524064171123	16.6666666666667	0.000564785953272899	6
Vague	High	0.450261780104712	70	0.0100805898961103	10
Vague	High	0.459574468085106	58.3333333333333	2.4143654745737e-05	12
Vague	High	0.46189376443418	33.3333333333333	0	15
Vague	High	0.471544715447154	71.4285714285714	0.0480534073633419	14
Vague	High	0.479041916167665	70	0.00703981259038809	10
Vague	High	0.484444444444444	92.3076923076923	0.000678189300411523	13
Vague	High	0.49185667752443	50	0.024672233480815	14
Vague	High	0.498360655737705	57.1428571428571	8.95816536773269e-05	14
Vague	High	0.5	60.5263157894737	0.174655388471178	38
Vague	High	0.501154734411085	6.66666666666667	0.00444470520048287	15
Vague	High	0.504065040650406	50	0.00376759865159627	12
Vague	High	0.51685393258427	55.5555555555556	0.137482641080672	9
Vague	High	0.517509727626459	83.3333333333333	0.00306338223642044	12
Vague	High	0.522388059701492	92.8571428571429	0.0210143313284325	14
Vague	High	0.526315789473684	40	0.0480147737765466	15
Vague	High	0.53757225433526	73.3333333333333	0.00522347333132858	15
Vague	High	0.537671232876712	80	0.000895258647651216	15
Vague	High	0.545454545454545	93.3333333333333	0.0373728003598134	15
Vague	High	0.551282051282051	80	0.0820184089414859	10
Vague	High	0.555555555555556	92.3076923076923	0.0318930041152263	13
Vague	High	0.568862275449102	70	0.0245377508456142	10
Vague	High	0.577367205542725	25	0	4
Vague	High	0.583061889250814	50	0.0171071664774516	14
Vague	High	0.585714285714286	58.3333333333333	9.82615268329557e-05	12
Vague	High	0.587926509186352	63.6363636363636	0.00623675321424717	11
Vague	High	0.589285714285714	46.1538461538462	0.0842899659863946	13
Vague	High	0.6	92.3076923076923	0.0791836734693877	13
Vague	High	0.602739726027397	71.4285714285714	0.010524175892913	14
Vague	High	0.608695652173913	57.1428571428571	0.125393824826717	14
Vague	High	0.615671641791045	46.6666666666667	0.00445997623821192	15
Vague	High	0.625	75	0.817708333333333	8
Vague	High	0.635170603674541	66.6666666666667	0.0165425516036217	12
Vague	High	0.635555555555556	64.2857142857143	0.00334485596707819	14
Vague	High	0.636363636363636	93.3333333333333	0.0262410749423736	15
Vague	High	0.637209302325581	85.7142857142857	0.0206886605372273	14
Vague	High	0.64591439688716	80	0.0248653777246186	15
Vague	High	0.647058823529412	61.5384615384615	0	13
Vague	High	0.651465798045603	69.2307692307692	0.000767470565558608	13
Vague	High	0.655080213903743	45.4545454545454	0.00132498308025203	11
Vague	High	0.657142857142857	83.3333333333333	0.19047619047619	12
Vague	High	0.662295081967213	50	0.000476574397563377	12
Vague	High	0.663934426229508	33.3333333333333	0.196474961927797	15
Vague	High	0.666666666666667	77.4647887323944	0.663667188315076	71
Vague	High	0.672566371681416	64.2857142857143	0.0517137859921163	14
Vague	High	0.682634730538922	37.5	0.0018645344042454	8
Vague	High	0.689320388349514	78.5714285714286	0.0717629685487165	14
Vague	High	0.69047619047619	60	0.029956118249769	15
Vague	High	0.69811320754717	69.2307692307692	0.00158551217646981	13
Vague	High	0.705882352941177	63.6363636363636	0.0171961832861487	44
Vague	High	0.706840390879479	66.6666666666667	0.00433249512815344	6
Vague	High	0.71244635193133	54.5454545454545	0.0147420901717352	11
Vague	High	0.722222222222222	60	0.00925925925925926	15
Vague	High	0.731707317073171	50	0.0198294665873488	14
Vague	High	0.738993710691824	84.6153846153846	0.000329628311116385	13
Vague	High	0.75	57.1428571428571	0.484375	14
Vague	High	0.755980861244019	55.5555555555556	0.154857565837168	9
Vague	High	0.761780104712042	73.3333333333333	0.128416161837669	15
Vague	High	0.785714285714286	71.4285714285714	0.00864512471655328	14
Vague	High	0.79047619047619	80	0.00286470143613001	15
Vague	High	0.795454545454545	78.5714285714286	0.0363292011019284	14
Vague	High	0.80327868852459	58.3333333333333	0.0498073994445938	12
Vague	High	0.804444444444445	81.8181818181818	0.139404115226337	11
Vague	High	0.815533980582524	92.3076923076923	0.0401860055927357	13
Vague	High	0.818604651162791	73.3333333333333	0.0117973679466378	15
Vague	High	0.82089552238806	53.3333333333333	0.00529535160020791	15
Vague	High	0.823529411764706	50	0.0449826989619377	12
Vague	High	0.833333333333333	65.9090909090909	0.104553070957189	44
Vague	High	0.858369098712446	46.1538461538462	6.13997924687032e-06	13
Vague	High	0.865957446808511	75	0.0344243247321563	12
Vague	High	0.875	69.2307692307692	0.770833333333333	13
Vague	High	0.878048780487805	71.4285714285714	0.0124925639500297	14
Vague	High	0.895081967213115	75	0.0284797993370958	8
Vague	High	0.898395721925134	50	0.0493675350548581	10
Vague	High	0.900735294117647	66.6666666666667	0.0387155781430219	9
Vague	High	0.902654867256637	63.6363636363636	0.0451353538517764	11
Vague	High	0.912621359223301	83.3333333333333	0.149589970779527	12
Vague	High	0.919148936170213	66.6666666666667	0.0190236909612193	15
Vague	High	0.928571428571429	69.2307692307692	0.00287981859410431	13
Vague	High	0.941176470588235	69.2307692307692	0.104959630911188	13
Vague	High	0.944444444444445	66.6666666666667	0.00804673721340389	15
Vague	High	0.945578231292517	66.6666666666667	0.00741974794452929	12
Vague	High	0.955380577427821	70	0.036789036541036	10
Vague	High	0.956937799043062	40	0.403020382622498	10
Vague	High	0.957207207207207	80	0.547501893785678	15
Vague	High	1	74.0740740740741	2.56121814496799	54
Vague	High	1.09090909090909	84.6153846153846	0.0301308539944904	13
Vague	High	1.14163090128755	53.8461538461538	0.0601779365985743	13
Vague	High	1.33333333333333	86.6666666666667	4.48148148148148	15
Vague	High	1.48	57.1428571428571	0.0161333333333333	14
Vague	High	1.94230769230769	75	0.000862919132149906	12
Vague	High	2.06985294117647	83.3333333333333	0.0383506343713956	12
Vague	High	2.16	64.2857142857143	0.0197333333333333	14
Vague	Low	0	72.2938144329896	2.02313504362126e-05	776
Vague	Low	0.0131233595800525	60	8.49631328892287e-05	15
Vague	Low	0.0136054421768707	71.4285714285714	0.000293087756644608	14
Vague	Low	0.0178571428571429	69.2307692307692	0.000106292517006803	13
Vague	Low	0.0214592274678112	60	0	15
Vague	Low	0.0308219178082192	73.3333333333333	0.000191561894038907	15
Vague	Low	0.0357142857142857	71.4285714285714	0.00127551020408163	14
Vague	Low	0.0373134328358209	35.7142857142857	0	14
Vague	Low	0.0384615384615385	66.6666666666667	0.00443786982248521	15
Vague	Low	0.0388349514563107	86.6666666666667	0.000219939045464543	15
Vague	Low	0.0410958904109589	93.3333333333333	0.000222837305310565	15
Vague	Low	0.0429184549356223	58.6206896551724	3.17585133458801e-06	29
Vague	Low	0.0445205479452055	86.6666666666667	3.90942640895727e-06	15
Vague	Low	0.0456026058631922	66.6666666666667	0.000470385185342373	15
Vague	Low	0.0476190476190476	69.2307692307692	0.00154256714023478	13
Vague	Low	0.0508083140877598	33.3333333333333	4.44470520048287e-05	15
Vague	Low	0.051948051948052	86.6666666666667	0.000224883341766459	15
Vague	Low	0.0522388059701493	50	1.39229226999332e-05	14
Vague	Low	0.0526315789473684	66.6666666666667	0.00831024930747922	15
Vague	Low	0.0534591194968553	80	6.92219453344409e-05	15
Vague	Low	0.0555555555555556	64.2857142857143	0.000257201646090535	14
Vague	Low	0.0576923076923077	78.5714285714286	0.01232741617357	14
Vague	Low	0.0588235294117647	33.3333333333333	0.00820197359989748	15
Vague	Low	0.0604651162790698	80	0.00108887687038039	15
Vague	Low	0.0638297872340425	64.2857142857143	0.000114682360042251	14
Vague	Low	0.0680272108843537	78.5714285714286	0.00232156354605334	28
Vague	Low	0.0723270440251572	86.6666666666667	0.000398850256450826	15
Vague	Low	0.0751445086705202	66.6666666666667	7.79622885272923e-05	15
Vague	Low	0.0857142857142857	73.3333333333333	0.000816326530612245	15
Vague	Low	0.087378640776699	86.6666666666667	0.000125679454551167	15
Vague	Low	0.0883720930232558	86.6666666666667	0.000374977465296557	15
Vague	Low	0.0884955752212389	66.6666666666667	2.61048894457932e-05	12
Vague	Low	0.0894308943089431	60	0.000616916738273073	15
Vague	Low	0.0897435897435897	46.6666666666667	0.00706771860618015	15
Vague	Low	0.0909090909090909	86.6666666666667	0.00275482093663912	15
Vague	Low	0.0933333333333333	86.6666666666667	0.0050238683127572	15
Vague	Low	0.0974025974025974	93.3333333333333	0	15
Vague	Low	0.0980392156862745	33.3333333333333	0.011918492887351	15
Vague	Low	0.0990990990990991	80	0.00494582420258096	15
Vague	Low	0.0997375328083989	60	0.00100807609022625	15
Vague	Low	0.101167315175097	80	0.000378506866114551	15
Vague	Low	0.102941176470588	53.3333333333333	0.00255460640138408	15
Vague	Low	0.105633802816901	69.2307692307692	1.65311115519408e-05	13
Vague	Low	0.105691056910569	53.3333333333333	0.00174058651155617	15
Vague	Low	0.107142857142857	78.5714285714286	0.00127551020408163	14
Vague	Low	0.111111111111111	79.3103448275862	0.0127891301262949	29
Vague	Low	0.113636363636364	79.3103448275862	0	29
Vague	Low	0.119402985074627	86.6666666666667	0.000891067052795723	15
Vague	Low	0.123873873873874	86.6666666666667	0.0160244704163623	15
Vague	Low	0.126984126984127	73.3333333333333	0.00129650625682372	15
Vague	Low	0.132295719844358	80	6.05610985783282e-05	15
Vague	Low	0.133550488599349	66.6666666666667	0.00192044477925495	15
Vague	Low	0.134328358208955	86.6666666666667	0.0009653226405287	15
Vague	Low	0.137254901960784	20	0.0565167243367935	15
Vague	Low	0.139344262295082	40	0.00732330018812147	15
Vague	Low	0.141891891891892	86.6666666666667	0.0126883640397154	15
Vague	Low	0.142857142857143	75.8620689655172	0.00134384149572984	29
Vague	Low	0.144385026737968	33.3333333333333	2.85967571277416e-05	6
Vague	Low	0.144508670520231	86.6666666666667	0.000879860113379443	15
Vague	Low	0.147619047619048	78.5714285714286	9.82615268329553e-05	14
Vague	Low	0.150900900900901	73.3333333333333	0.0177948218488759	15
Vague	Low	0.153846153846154	73.3333333333333	0.000383519614288845	15
Vague	Low	0.155339805825243	86.6666666666667	0.00405316240927514	15
Vague	Low	0.157894736842105	60	0.074792243767313	15
Vague	Low	0.158139534883721	80	0.000201910942851992	15
Vague	Low	0.16	80	0.0165333333333333	20
Vague	Low	0.162679425837321	63.6363636363636	0.00266324794151538	11
Vague	Low	0.163934426229508	42.8571428571429	3.58326614709305e-06	14
Vague	Low	0.166666666666667	78.5714285714286	0.00411522633744856	14
Vague	Low	0.168888888888889	73.3333333333333	0.00719670781893004	15
Vague	Low	0.169014084507042	54.5454545454545	0.0141010381538055	11
Vague	Low	0.171428571428571	73.3333333333333	0.00108843537414966	15
Vague	Low	0.172340425531915	53.8461538461538	0.00012675418741512	13
Vague	Low	0.173410404624277	80	0.00859812667758139	15
Vague	Low	0.173770491803279	46.6666666666667	0.00018632983964884	15
Vague	Low	0.17379679144385	38.4615384615385	0.000714918928193543	13
Vague	Low	0.176470588235294	14.2857142857143	0.0934256055363322	14
Vague	Low	0.177777777777778	60	0.000658436213991769	15
Vague	Low	0.183098591549296	75	0.00408318455332936	12
Vague	Low	0.184757505773672	33.3333333333333	0	15
Vague	Low	0.185840707964602	90.9090909090909	0.000809251572819589	11
Vague	Low	0.188524590163934	40	0.000470303681805966	15
Vague	Low	0.194444444444444	71.4285714285714	0.00925925925925926	14
Vague	Low	0.196428571428571	64.2857142857143	0.00297619047619048	14
Vague	Low	0.2	68.421052631579	0	19
Vague	Low	0.202247191011236	60	0.0194840718764466	5
Vague	Low	0.210526315789474	66.6666666666667	0.00277008310249308	15
Vague	Low	0.214285714285714	43.3333333333333	0.0374149659863946	30
Vague	Low	0.215568862275449	78.5714285714286	0.000370516452125689	14
Vague	Low	0.21830985915493	66.6666666666667	0.0110593136282484	12
Vague	Low	0.221238938053097	53.8461538461538	0.00195786670843449	13
Vague	Low	0.222222222222222	75	0.0079456937095826	28
Vague	Low	0.223880597014925	93.3333333333333	0.00230192321972228	15
Vague	Low	0.227941176470588	71.4285714285714	0.00368998702422146	14
Vague	Low	0.230769230769231	71.4285714285714	0.0454196800350646	14
Vague	Low	0.23094688221709	40	0	15
Vague	Low	0.23134328358209	46.6666666666667	0.00168931462092523	15
Vague	Low	0.233595800524934	80	0.0104734283542641	15
Vague	Low	0.23943661971831	76.9230769230769	0.0124148647755075	13
Vague	Low	0.24025974025974	100	0.0425591724293023	15
Vague	Low	0.248803827751196	80	0.00753950993185443	10
Vague	Low	0.257142857142857	73.3333333333333	0.00761904761904762	15
Vague	Low	0.259009009009009	73.3333333333333	0.00338006925844764	15
Vague	Low	0.26	73.3333333333333	0.213333333333333	15
Vague	Low	0.260869565217391	60	0.204158790170132	15
Vague	Low	0.266666666666667	80	0.00713086419753087	15
Vague	Low	0.267015706806283	85.7142857142857	0.00168809334539441	14
Vague	Low	0.267100977198697	66.6666666666667	1.061019215058e-05	15
Vague	Low	0.269662921348315	41.6666666666667	0.00959474813786138	12
Vague	Low	0.274509803921569	26.6666666666667	0.119313084711009	15
Vague	Low	0.277777777777778	71.4285714285714	0.00488683127572016	14
Vague	Low	0.280898876404494	41.6666666666667	0.0274376130959896	12
Vague	Low	0.285714285714286	40	0.134353741496599	15
Vague	Low	0.289017341040462	73.3333333333333	0.0197912838161426	15
Vague	Low	0.290441176470588	73.3333333333333	0.00794766435986159	15
Vague	Low	0.295719844357977	85.7142857142857	0.000105981922512074	14
Vague	Low	0.3	73.3333333333333	0.00300411522633745	15
Vague	Low	0.300429184549356	53.3333333333333	0	15
Vague	Low	0.301435406698565	81.8181818181818	0.0106300985172806	11
Vague	Low	0.30327868852459	53.3333333333333	0.00277703126399713	15
Vague	Low	0.308900523560209	80	0.021113730435021	15
Vague	Low	0.317365269461078	69.2307692307692	0.0107927856861128	13
Vague	Low	0.331147540983607	53.3333333333333	0.0293576995431336	15
Vague	Low	0.333333333333333	63.6363636363636	0	11
Vague	Low	0.341463414634146	66.6666666666667	0.00500143212814242	30
Vague	Low	0.347826086956522	66.6666666666667	0.199117832388154	30
Vague	Low	0.353348729792148	40	4.44470520048287e-05	15
Vague	Low	0.359154929577465	69.2307692307692	0.147936917278318	13
Vague	Low	0.373134328358209	86.6666666666667	0.00601470260637113	15
Vague	Low	0.375	69.2307692307692	0.270833333333333	13
Vague	Low	0.37799043062201	40	0.0970444815823814	5
Vague	Low	0.380597014925373	46.6666666666667	0.0154312393257593	15
Vague	Low	0.381395348837209	86.6666666666667	0.000353344149990985	15
Vague	Low	0.382022471910112	54.5454545454545	0.0326137272229937	11
Vague	Low	0.382198952879581	91.6666666666667	0.0430109737488921	12
Vague	Low	0.382978723404255	70	0.00036819073487249	10
Vague	Low	0.39047619047619	80	0.000158730158730159	15
Vague	Low	0.395209580838323	92.3076923076923	0.0150716531009837	13
Vague	Low	0.39572192513369	53.8461538461538	0.0375928203075105	13
Vague	Low	0.397058823529412	80	0.0208198168973472	15
Vague	Low	0.398373983739837	53.3333333333333	0.00733690263731906	15
Vague	Low	0.4	100	0.04	5
Vague	Low	0.400778210116732	80	0.00970996280539196	15
Vague	Low	0.416184971098266	86.6666666666667	0.0870170514662479	15
Vague	Low	0.428571428571429	51.7241379310345	0.0830280114235076	29
Vague	Low	0.434782608695652	100	0.189035916824197	14
Vague	Low	0.435555555555556	91.6666666666667	0.00298271604938271	12
Vague	Low	0.43979057591623	80	0.000372339939511893	15
Vague	Low	0.460674157303371	37.5	0.0126246686024492	8
Vague	Low	0.461711711711712	80	0.0569775856938019	15
Vague	Low	0.46189376443418	33.3333333333333	0	12
Vague	Low	0.470588235294118	53.8461538461538	0.720876585928489	13
Vague	Low	0.475728155339806	86.6666666666667	0	15
Vague	Low	0.478260869565217	46.1538461538462	0.175803402646503	13
Vague	Low	0.485714285714286	73.3333333333333	0.0351020408163265	15
Vague	Low	0.495934959349593	60	0.14006213232864	15
Vague	Low	0.497674418604651	86.6666666666667	0.00629529475392103	15
Vague	Low	0.5	68.3333333333333	0.190822760454171	60
Vague	Low	0.501154734411085	26.6666666666667	0.00444470520048287	15
Vague	Low	0.501639344262295	50	0.000229329033413957	8
Vague	Low	0.507462686567164	93.3333333333333	0.00155936734239252	15
Vague	Low	0.508510638297872	57.1428571428571	0.00202052210653388	14
Vague	Low	0.513368983957219	42.8571428571429	0.146424928746413	14
Vague	Low	0.514450867052023	86.6666666666667	0.00782964126209808	15
Vague	Low	0.520958083832335	87.5	0.0295576511647364	8
Vague	Low	0.524590163934426	44.4444444444444	0.0485756517065305	9
Vague	Low	0.526178010471204	86.6666666666667	0.0115768025364802	15
Vague	Low	0.532467532467532	93.3333333333333	0.0104149097655591	15
Vague	Low	0.534246575342466	80	0.00535200475386252	15
Vague	Low	0.535433070866142	64.2857142857143	0.00217918954356427	14
Vague	Low	0.552845528455284	60	0.00971643862780091	15
Vague	Low	0.553571428571429	57.1428571428572	0.064094387755102	14
Vague	Low	0.555555555555556	86.6666666666667	0.259259259259259	15
Vague	Low	0.557522123893805	75	0.0182734226120552	12
Vague	Low	0.560311284046693	62.5	0.0143681206377084	8
Vague	Low	0.561797752808989	33.3333333333333	0.203509657871481	12
Vague	Low	0.566666666666667	53.3333333333333	0.0538271604938272	15
Vague	Low	0.566775244299674	73.3333333333333	0.0140797249838195	15
Vague	Low	0.573529411764706	71.4285714285714	5.85712226066897e-05	14
Vague	Low	0.578947368421053	78.5714285714286	0.316712834718375	14
Vague	Low	0.590909090909091	93.3333333333333	0.0473238882329791	15
Vague	Low	0.592465753424658	80	0.0375578595108526	15
Vague	Low	0.611111111111111	61.5384615384615	0.00308641975308642	13
Vague	Low	0.619047619047619	76.9230769230769	0.00227513227513228	13
Vague	Low	0.62214983713355	66.6666666666667	0.0052449716531033	15
Vague	Low	0.622222222222222	66.6666666666667	0.0373201646090535	15
Vague	Low	0.622754491017964	84.6153846153846	0.0278604467711284	13
Vague	Low	0.625	100	0.00520833333333333	3
Vague	Low	0.628571428571429	78.5714285714286	0.129251700680272	14
Vague	Low	0.63254593175853	85.7142857142857	0.0214107094880856	7
Vague	Low	0.640419947506562	58.3333333333333	0.0010769651168932	12
